"CountryName","AIIB.member","IMF.voting.power","foreign.invest.outflow","foreign.invest.inflow","capital.account","financial.account","reserve.related.item","current.account.balance","total.reserve","GDPgrowth","GNIgrowth","domestic.income","domestic.saving","gross.saving","trade","hightech.export","port.infrastructure","exchange.Rate","mobilephone.access","sim_CHN","sim_USA","infras_frequency","invest_frequency","wordscores"
"Jordan",1,0.1,83380281.6901408,2009304225.35211,4366197.18309859,-1275817746.47887,1986059829.05033,-2607929577.46479,16047206792.6976,3.09633027522935,2.96430193889088,10052320990.9296,1.56519068251016,20.690785546988,113.07138171667,80053130,4.1,0.71,11092404,0.410413117323931,0.401792084441514,1,1,0.186696269702408
"Japan",0,6.16,136254831101.28,18409187112.4615,-1993455509.87791,58371595263.6588,8477274511.90811,36024923433.5749,1260680415997.38,-0.0314292658077306,0.295613598532228,485928835315775,18.7084290674721,22.3394050176948,38.5966983941308,100954836424,5.3,105.944781034025,152695677,0.39674191593872,0.362563292541103,0,1,0.220339951237272
"Kazakhstan",1,0.26,2323588988.07728,7090689354.25121,29342050.101,-3015219493.7945,4254881206.53571,5957392729.32636,29250312400.2281,4.20000000000003,4.56881501583975,15732854786538.7,39.5017287715213,28.6761750791166,64.9720346513507,3321231321,2.7,179.191666666667,28595600,0.545227708733959,0.407871944122432,1,0,0.254867426178486
"Kenya",0,0.14,-78485329.5352562,944327305.005736,23930257.2735964,-5398333619.30479,1377948299.0626,-6339432924.00088,7911257728.63026,5.33185940382775,5.23103158641831,3733509961414.25,5.21837636763109,10.7096016076457,51.1249124679049,4235225265.99683,4.3,87.9221638089727,33632631,0.469164622968869,0.410067918304406,0,3,0.229859450494336
"Kyrgyz Republic",1,0.05,117518200,352896700,65765923.7836138,-791568464.375696,-251131786.151067,-1300932081.32364,1957489557.65069,4.02403862892811,4.77055464983738,37186153853.4317,-13.4721508183302,12.6139066456907,125.126181075833,-2988757819.80303,1.3,53.654058312852,7563444,0.515617753560067,0.306757539883896,1,1,0.39150291532911
"Cambodia",1,0.06,31920287.281127,1730355930.06587,277622801.4,-1410596719.56139,754387238.638842,-1656718570.70956,6108206450.73458,7.07152535164744,7.0336116355022,43470420553649.4,17.609921242359,15.4687562871226,129.031222993455,30874012,3.6,4037.5,20451982,0.486590746129859,0.285807280937283,0,0,0.436680485903676
"Kiribati",0,0.03,7870611.7592613,8270650.22182644,31888067.1883451,98489513.2482167,1715015.18407027,44743513.1468112,20356162862.5897,2.40868769930047,2.88625040528918,23812000586117.9,28.5377177483311,20.9149480444524,103.670768767195,11635737491.0293,3.95163357451892,1.10936329281692,30000,0.454254556989628,0.380142539058771,2,2,0.225624928468393
"St. Kitts and Nevis",0,0.03,2443333.33333333,120122222.222222,816575912.237866,-14680667085.6568,-323133121.482166,-13733094785.2838,327252729.165287,5.96305655603146,4.07601218696801,-95450013630321.2,35.6429536010271,25.098193784581,94.0681679882111,16077716263.8298,4.58502260931386,2.7,65000,0.436105603300166,0.218639541266848,2,3,0.462162427300959
"Korea, Rep.",0,0,28039200000,9273600000,-8900000,8.9334e+10,17885800000,8.4373e+10,362834710646.116,3.34144751931207,2.9402724079084,1411610803920810,34.5307548527188,34.4927963332939,95.297215969565,133447400828,5.3,1052.96083333333,57290356,0.502239140132966,0.393389390685414,0,0,0.282952911225727
"Kuwait",1,0.41,13108021313.0158,485806657.75508,3990973314.75931,58277550649.4908,1252631452.43182,53965916437.5612,35175366197.0242,0.500109942369747,1.18149522697206,41090477319.4464,53.265636815383,49.6231342612164,100.036728961867,5333902,3.9,0.284567141666667,7600000,0.503862243541943,0.334951230129664,0,0,0.392692325020054
"Lao PDR",1,0.05,1931000,913243369.807065,475756761.921468,-1565904490.88235,159630045.260717,-1178332211.03819,1218805730.88974,7.51652413963899,9.16722461161154,601345779827113,14.0197154545669,11.4905495040851,96.6173299262447,10143717974.254,2.6,8048.96033333333,4618586,0.431997140148801,0.267920182256914,0,1,0.370296401007282
"Lebanon",0,0.16,1213034580.57802,2906102525.89648,1392143534.12209,-10623974346.7087,3307871828.53136,-11667096926.2222,50668864745.8878,1.79999999999336,1.02527136502772,69642415964166.8,19.3136845072629,22.990528655451,126.854455143213,38146559,4.1,1507.5,4387275,0.403999489158753,0.374097173430196,2,0,0.229600504100989
"Liberia",0,0.08,2654691957.96639,720075739.181952,117938222.256787,-912855845.784245,-53231168.8278557,-1611433992.35128,499007526.325419,0.701141635823376,1.10890466978898,670245338.40921,-50.4521510183805,-3.20073127452955,119.920516641828,-3347768652.2697,3.70475372532694,83.8925,3225258,0.38104304259575,0.336398449757832,0,0,0.22810505740849
"Libya",0,0.34,7.8e+07,5e+07,-540980329.349324,3398187831.58683,-7555676473.55247,18170815610.2815,93615460032.9457,5.6222750747256,4.53232175696134,-59957318488146.3,2.40314862945663,18.2319771868139,70.914844243693,2124609323.32908,2.6,1.27240206718888,10075600,0.396703875782804,0.324222540226274,3,0,0.251976891952238
"St. Lucia",0,0.03,2505555.55555556,93141481.4814815,1065355230.79583,24139130516.4164,-1798252189.16054,27725807227.8048,257658591.287367,0.437189169326558,-1.70995310658581,-305116821991410,10.9670793828417,20.3972947298282,99.2113974761545,1728467,4.66739554375634,2.7,188351,0.437681641135664,0.355993471919444,0,0,0.238841551641752
"Liechtenstein",0,0,-191370991.997711,-3149775401.04797,-208405607.415163,-27695307618.8016,15597832244.8492,-38177913442.1733,-167810398216.071,2.84434333329078,1.06655403501763,64323232020972,3.88181528701569,12.2081921833797,93.7181778340959,-15552771482.2148,4.32980400980082,3474.56842531149,40652,0.449303185897249,0.413737209790554,0,0,0.173153133469046
"Sri Lanka",1,0.14,66823329.7738408,893628980.287066,58254756.3118488,-1536054932.11036,2267638313.95654,-1987684224.225,8210750397.22915,4.87860303349355,4.93361202294813,8361666506077.72,23.9717547432737,29.4879857830713,49.8308749215197,67647675,4.2,130.564685218829,22123000,0.461830800234196,0.296019554016725,2,3,0.35737107936657
"Lesotho",0,0.04,-31360000,94459059.3645602,32643947.0929341,-145202945.137539,124501924.583461,-190790058.086964,1070831312.34636,4.54177889962357,1.61308052231837,-11287580378359.4,4.10861901316875,17.1224517652807,53.0216279860206,11880034148.7548,2.7,10.8526555687831,2138789,0.546447060085761,0.434873151970854,0,0,0.264130467905694
"Lithuania",0,0.12,487380757.353867,504472635.102487,1286873084.67284,578040556.922964,1615036419.59093,1701448076.85214,8729461246.6618,3.03246998460926,4.47968313691327,32668607824.8465,20.2540514194865,22.1419166313603,160.512860831392,1900957548,4.9,2.60029166666667,4267592,0.39557393622875,0.436255486573053,0,0,0.174698831265372
"Luxembourg",1,0.29,23436743347.4277,12073272825.451,-1411268959.81624,1894847570.45924,-129946863.73229,3328540820.91059,863657874.00651,4.06929338108021,5.09916809632538,44477271264.8314,51.7177769824633,19.1217505868167,374.147758065341,648727115,5,6858.58440760129,802400,0.514611014151344,0.423982580322224,0,0,0.243300267519795
"Latvia",0,0.1,590351028.532788,1083404284.49443,1004810579.27757,881800267.109509,-154642996.734523,-624050807.642828,3228079426.23591,2.09946988072831,2.142475917239,20752590708.1805,21.2041944806482,20.9684571556795,121.07484360837,1119714939,5.2,-529.2251934596,2384000,0.538265528947158,0.41462522302126,0,0,0.238704044204246
"Morocco",0,0.21,431230069.369498,3525625590.44221,1777265.20406105,-5590162077.90833,3725922918.61066,-6267165383.81393,20526505866.4643,2.55104466824531,1.78231653125454,860907138721.978,19.6650196601479,26.3570360796175,81.1770322703574,869791832,4.9,8.40633668826152,44114534,0.369697888322671,0.226141547206339,0,1,0.318157526303997
"Monaco",0,0,16046190111.1889,12423326446.1647,983097374.94158,-3780220393.26585,-13882906589.8857,-9258825722.94329,91923018003.5399,-0.618896656106026,0.549115701970495,627179260460974,9.37666604424009,11.7149477260626,74.2428918491,9740854320.33177,4.90671472926117,2602.82075269226,33675,0.416815915347644,0.412307648075584,0,0,0.196405414780992
"Moldova",0,0.06,35490000,349930000,96780000,-563660000,-509205902.023191,-569080000,2156677865.16685,4.799999749427,4.15594661854921,23971278403.0856,-10.9317269076305,18.5113462418563,120.059794734494,23886881,2.2,14.0356300499232,3738125,0.423979514291967,0.291016429071655,0,2,0.297404118831885
"Madagascar",0,0.08,0,350652561.706165,1296703209.47778,-38509902199.5967,-15298312207.1418,-28184381885.9912,773817675.98807,3.31585415515224,3.68596525270534,652021197597.324,3.8189217555967,12.093667761393,74.6695666476954,3961124,3.4,2414.81166666667,9713883,0.382745453942431,0.280665929067459,2,3,0.300877353389856
"Maldives",1,0.03,-1605152811.26265,333375218.034333,6597340.92387768,-290464920.685872,253362616.705045,-117821833.975177,627407086.124104,5.99732642311237,3.47861873520485,41875997163618.5,10.5283272199009,13.798004022099,196.913906913217,-1687173316.75975,4.25042444836291,15.3803935180893,665818,0.352529236707642,0.445872911703073,0,0,0.0931690966205359
"Mexico",0,1.8,7462804020,26947953856.29,956487243.952475,-43814972561.6672,16721932950.5361,-26248568796.3,195681644250.838,2.2453085669359,2.93428996488471,13614248089996.1,20.477833419468,21.4520940358487,65.6794861545394,49402709617,4.3,13.29245,104798294,0.4950255596318,0.419018075771026,0,0,0.239142610567555
"Marshall Islands",0,0.03,-46273000,9047685.07797494,8815755,-14037204.9667421,12.0426317587047,-4879368.57204494,37035069888.126,-0.949645655320026,-0.543263298904342,350453844240147,15.0015359439098,24.6048602132193,106.265746509899,12298366336.2932,3.72759874649771,2472.17572996833,15500,0.438537644649108,0.402733040679786,0,0,0.181433265427533
"Macedonia, FYR",0,0.06,-200509668.22829,60879915.45137,4000880.5932,-50492778.3175915,660005145.236667,-71568230.4013343,2964236429.75075,3.540834354705,4.02453974438117,405745981972.994,13.1745367375671,29.8853588427432,112.971179958906,122954582,3.4,46.4371308333333,2224439,0.461329901831913,0.391607761649498,1,1,0.180921505940836
"Mali",0,0.07,614463.616522115,144022996.875095,230754368.044298,-484084287.121838,-485304348.802096,-675835486.09073,860826741.834223,7.04335620365953,7.83964993921913,4510868394023.77,9.21070774958508,20.291554679368,55.1345334395518,8661221310.58726,3.1,494.414952864937,23505559,0.492907789010271,0.311388413239478,0,0,0.397594391157
"Malta",1,0.06,-8993671057.50263,-306773130.798083,190166363.569205,175967830.111278,30356710.1254581,754642088.391316,619373741.26347,3.46097915656811,6.33588516782082,7561108805.1039,26.3144237541549,25.3898743288814,286.768649062759,849241705,5.5,1249.80674760994,546229,0.504075704514998,0.502698075242184,0,0,0.121029413513221
"Myanmar",1,0.13,3986708097.29688,2175015283.77713,-1778801.24180657,-636472584.101649,672923848.369936,-2724552594.598,6479101439.09076,7.99124334352032,6.89153069920611,52831176083461.9,16.3116277023862,17.0756645400057,42.2588121887143,-15735274733.3152,2.6,984.345747560046,29029342,0.482126760216214,0.367597071524912,0,0,0.324697500533658
"Montenegro",0,0.04,27877289.001118,496835255.407952,-8867.26292482201,-159013577.910165,161118792.231291,-698725866.932516,661395517.475374,1.78365267085452,1.15753837582635,1672013372.57294,0.381124959187905,5.01018941106084,100.127648954386,7721070,4.2,0.753730736717402,1013296,0.438896012071094,0.262927096170458,0,0,0.343826784084903
"Mongolia",1,0.04,107935439.466876,337768268.083171,135580250.70447,-1974877780.55108,-470975502.137615,-1934341990.19237,1651791213.59642,7.88522582881501,5.12998961444254,15439775969203.1,30.3509828574477,23.445575328926,109.32231164163,33611478,1.7,1817.93870833333,3027243,0.492350256729575,0.317736059822184,1,4,0.313073534241017
"Mozambique",0,0.07,97009245.0140001,4998799334.35621,374887854.758473,-5444882852.00001,-107340848.567879,-5797145543.34139,3221261234.18655,7.44383742854022,6.51532554163894,429361953674.007,3.95862723556877,10.8590869202253,118.122605694891,43938980,3.7,31.3526877009443,18482638,0.511445080831279,0.29557029664727,1,1,0.442687827655412
"Mauritania",0,0.05,30016000,502589833.81816,16027385.6460926,-1518484809.89373,-385773898.67373,-1473118227.40934,5952403703.93984,4.20621405554971,5.32333823557377,-87866717127101,28.4445513687679,25.8911248191594,103.717168518795,-26093341901.194,2.4,302.725,3753330,0.517035732425214,0.368410614490126,3,4,0.308884380485603
"Mauritius",0,0.06,90818245.9440395,418430127.752959,179468.032904243,-612006085.199624,755847224.736363,-714255680.396127,3920881279.02821,3.74457443372475,1.15178364633044,283306946077.26,8.50860323112159,4.32817449317843,113.292795527238,276502,5,30.6216166666667,1652000,0.524102759284126,0.348143695506831,0,2,0.377754105864926
"Malawi",0,0.06,-4736025.70975542,598087746.648762,456826190.179976,-739321562.090501,180733114.044678,-1128539240.98294,617875527.264481,5.7000000037721,6.00703727276056,1196137931071.39,6.53557966705674,12.8495064634265,73.3990481007138,6096774,2.6,424.895808098656,5632514,0.401870037042804,0.218194906557726,0,0,0.39981623698971
"Malaysia",1,0.75,16059874463.9851,10619431769.7803,103323086.547037,13097462075.5369,-11080244644.8053,14846475978.3781,115958884711.898,6.01216652008209,5.95402560062881,1014860364100.67,34.2912479913526,29.3527420183992,138.309446471921,63376041042,5.6,3.27285974643047,44928600,0.436812514559834,0.507437681340628,0,0,-0.0163594273447266
"Namibia",0,0.07,-90057333.1189231,405454698.164731,137728718.559976,-1141953572.10793,-1255259002.89404,-959125520.408839,1177200538.15256,6.45880961469447,6.99169723635127,109875549460.09,12.1175373205077,25.3887455253376,104.504142100699,83161368,5.2,10.8526555687831,2670983,0.460994862825934,0.315552773740922,0,0,0.310321086047317
"Niger",0,0.06,88543025.5959063,821872313.744526,878450287.454686,-8332437373.46714,14225877193.2291,-15570640041.1012,1281483680.13588,7.04979794804296,7.72370165283451,2945169011449.8,19.5790812259021,19.3764449764328,60.1819503773482,69108666,4.05647302747893,494.414952864937,8236400,0.4101687556188,0.334544039023013,1,0,0.244147265716963
"Nigeria",0,0.52,1601232660.37564,4655849169.77532,-3128194049.48032,-12186821024.1576,-8384095774.7251,899199643.808741,37497241208.0224,6.30971825251392,8.12722999875268,61976083412263.8,21.7877611060543,22.2426293865794,30.8851935972786,139618952,3.2,158.552641666667,138960320,0.479715106326592,0.356424228215303,1,0,0.302216329689329
"Nicaragua",0,0.08,79900000,883500000,298300000,-1012900000,313421688.552994,-913400000,2276177372.24628,4.56521214601311,4.91423767385069,167252302137.061,9.80486964259562,19.4406426193981,102.395346105997,8198780,3.2,25.9589003667435,7067860,0.521507461368122,0.401779859430425,0,0,0.316546730018701
"Netherlands",1,1.77,57664979689.1201,101393606621.904,-732914518.140147,81607907415.352,-1595855002.41671,78608328486.554,43054424385.9934,1.41969029584088,-0.226252940521547,634772933828.695,29.311863506926,27.0745428064853,154.288485206815,70308349003,6.8,-797.980080201552,19562000,0.463579860800928,0.335582335211894,0,0,0.274331569387184
"Norway",1,0.78,27490562145.3215,6152385999.48393,-200579036.410859,62972536554.0689,7179118302.69697,54964662112.8759,64800734876.8257,1.91881952572395,5.24418349126685,2820416086815.53,37.0505905194004,40.2724998593462,68.8179517642979,5226184042,5.7,6.30166666666667,5913406,0.456682705040684,0.427062576255537,0,1,0.205981610024542
"Nepal",1,0.06,744090008.765454,30403267.3342737,141227104.547206,798253970.510058,846437099.645956,496224879.05871,6216255232.30751,5.98898466088025,6.96720001264373,739938611497.856,11.922786263917,46.5861054311867,52.2551956792045,1058351,2.2,97.5541666666667,23021340,0.546518977452192,0.344105292609433,0,0,0.355688873435237
"Nauru",0,0.03,0,0,-1829575668.89855,-4360036557.96645,-484897131.86508,12375160501.8819,60856836900.1712,36.5241970345202,32.5559544311297,247735260262628,32.9507234659369,36.7898213793983,93.3276388148126,-788106252.000939,1.87232865274014,5167.98319071789,126156487.929442,0.488099185027915,0.423492527842163,0,1,0.24307481875443
"New Zealand",1,0.28,1422388363.46075,3295679653.58657,32402618.9127176,-3401551793.73416,-139554931.928462,-6369733015.76587,15861076053.6333,3.57617579967464,3.58412539539654,232597560729.226,23.3490839757938,19.240539881414,55.2350161651331,644639540,5.8,1.20543333333333,5100000,0.430871107619967,0.389575242167089,0,0,0.20291901595629
"Oman",1,0.14,1356306892.06762,1505331599.47984,-130559167.750325,2809089726.91808,1117388203.26004,4188411259.02029,16324458541.905,2.54273924150128,1.24170209278194,28993067188.7881,47.5768662943706,29.5014755090493,116.252647795109,230872191,5.2,0.3845,6194169,0.471087832008826,0.312314909713757,0,0,0.310831487528386
"Pakistan",1,0.43,1.22e+08,1.867e+09,1.961e+09,-1.68e+09,7098741398.90503,-3.616e+09,14306813743.5247,4.67470798143725,5.16438018096829,10434502051231.4,8.21919435587029,22.5727530091317,30.9012446161031,259253378,4.4,101.100088423521,135762031,0.500103821846677,0.400614876700609,0,3,0.281595108254958
"Panama",0,0.1,780900000,4761200000,24200000,-5092600000,396964351.348857,-4794500000,4032197650.08614,6.05333395748056,6.43777292419556,33775809870.8551,39.2022718100028,33.251309072295,114.983038930203,231391,6.3,1,6205238,0.411825722822652,0.443691785286142,0,2,0.143572201929097
"Peru",0,0.29,95952000,7884539123.8287,33191483.7,-9005934079.46402,-3307472624.33786,-8196270819.3935,62529774258.1106,2.35433303756285,3.07306345831289,476269826572.03,23.015873015873,20.9485529283583,46.7924594414661,185817380,3.7,2.83904413780664,31880043,0.447332711125792,0.308880815577401,1,1,0.333144318599817
"Philippines",1,0.44,6753922593.24043,5739574024.13183,107884711.67,6773174251.60322,-2858083225.00522,10755931842.7773,79629434478.0397,6.21842575154629,5.77016218792036,6868176305817.19,16.9525997302386,45.9939643306529,61.2633898020038,23839225492,3.5,44.3951543042097,111326045,0.537036826860246,0.327612356828889,1,1,0.387400325181686
"Palau",0,0.03,0,39860115.385,21052420,-15019963.4173458,13.6713811181049,-48393720.9253058,-12478021652.2268,4.25652667423381,2.95973278613722,485044357198667,33.8813370367221,23.7762104758897,150.754125149462,1102773,4.62655939413372,4175.45919971633,19114,0.432176495899538,0.379131312843325,1,0,0.234660805789844
"Papua New Guinea",0,0.06,0,-30389394.5888189,9709980.35658786,3112028390.51997,-104723790.317782,2386867556.27421,2329505281.50071,8.5339018016779,4.09819903450032,116105487868042,14.4836667476914,26.5037418085163,94.7729074075454,-1361626512.34261,3.37664562130882,2.461385,3358900,0.509963639884301,0.328275084572961,3,2,0.378288848348032
"Poland",1,0.84,6.799e+09,1.9776e+10,1.3305e+10,-6.351e+09,370545396.419215,-1.1444e+10,100452428565.274,3.28257009347972,3.07584750410301,1615744018569.7,21.8087531342603,18.1834213911231,93.7364802314817,14487253098,4,3.15454166666667,56905306,0.551621348958073,0.458317642266533,0,0,0.24278481014764
"Korea, Dem. People‰Ûªs Rep.",1,1.74,0,63271000,-1702733491.75965,9516293362.6821,-9250050274.47661,2934008561.00798,-23370412490.1839,-0.103076306502967,1.80578846893318,-108954599642034,11.2710598858579,16.0948068994452,106.24284712445,-1893974405.1141,4.20898213810405,534.591324405589,2800000,0.387772621953257,0.272750961934281,0,0,0.332009141435794
"Portugal",1,0.44,9445403987.75187,13116192059.9666,3389116463.12362,3891499756.32119,-185765384.744856,93632113.5217487,19700742158.7829,0.905793617822454,0.591365107484492,170271127140.215,15.5209380440016,14.5930749486436,79.7113377963351,2088870513,5.4,-1690.05335465612,11895627,0.520592770875288,0.370214813753589,0,1,0.322384972542676
"Paraguay",0,0.07,113328000,459020000,1.41e+08,-343845277.777778,1138104357.24011,-127003570.7593,6986587125.88019,4.72233374488668,5.71699417805314,27255383935880.6,18.5991149891047,15.5844607306216,88.0707726139262,55955000,3.2,4462.19166666667,7305277,0.524999451070678,0.364545874251847,1,0,0.333068084545876
"Qatar",1,0.18,6748351648.35165,1040384615.38462,-2722252747.25275,44940790681.3164,1293542035.09061,49409890109.8901,43215461579.1448,3.97888214728583,4.97909232245787,724422562375.524,68.7519482906996,55.7493798773876,99.0343138952759,33285,5.4,3.64,3305822,0.556873686271478,0.446458232424176,1,0,0.30238274155275
"Romania",0,0.39,269206756.850865,3869197075.10542,5206027562.31925,3962532530.30222,3959655266.04487,-1382752069.81905,43186336194.6859,3.07630230971144,4.11045792515581,411667812365.577,24.2509993360709,24.1010836167978,82.8234678892382,3439802540,3.4,3.349175,22920000,0.490720513264706,0.332945869213046,1,0,0.303999147686712
"Russian Federation",1,2.59,57082200000,22031320000,-42005080000,23502190000,-107545881269.666,57512800000,386216377124.801,0.706370560425242,0.99848288978697,61665112795894.2,27.7163130103725,24.0072361206599,48.4452695484886,9842669327,3.9,38.3782071444168,221030353,0.433526438748252,0.428862884281844,1,0,0.130443197467591
"Rwanda",0,0.06,3787824.11073314,291726096.488204,337050427.947147,-681766971.337638,-90424190.8729908,-1046617576.9744,1065966506.51205,7.00913242009133,6.82183470656976,4662291789722.39,9.47173308619092,14.09364459948,46.1723818350324,6554503,3.6,681.861718947266,7747019,0.359822899977148,0.346452913711991,0,1,0.223709976798968
"Sudan",0,0.06,12594796879.6304,1251280889.37784,212766975,-1896938333.9072,-351789694.934094,-3545466635.30172,181457791.99933,2.67941181278037,39.8059372261875,25408591620.153,13.2790944658384,5.5172582227355,19.458834255033,-25891942733.3542,1.62675829697779,5.73686666666667,27796611,0.495584758889203,0.274646449718698,0,2,0.478447035709644
"Senegal",0,0.09,27423118.8224272,402561894.30899,437000739.455836,-900357841.971671,64640882.3123488,-1347835449.02624,2038122865.07022,4.31105102139782,5.31941720511806,5327719053019.7,5.63145025953991,17.1612939061363,75.3965417247799,9962862,4.4,494.414952864937,14379729,0.438049435617169,0.273001758545395,1,0,0.342942408836125
"Singapore",1,0.8,39131289215.106,68495560554.0429,1422917341.48758,53032398090.0517,6818885311.58566,53515725504.1237,261582784388.068,3.26001528805058,1.31046028079453,371213004077.343,53.3734017914877,46.394531148278,359.773449193521,137369116389,6.7,1.26705,8103800,0.380734143090971,0.294651948825982,0,0,0.273324755773124
"Solomon Islands",0,0.03,673085.242613367,21022029.9741671,70628600.2819652,10701177.0157618,700671.880197085,-49565109.1606839,495902625.3202,1.50742629128797,2.0216009865284,244970054487363,16.6778790958923,19.2113334700586,113.494060961313,0,3.98169740104175,7.37534535364211,376696,0.423175622411526,0.280897319576439,2,1,0.404642394639866
"Sierra Leone",0,0.07,0,403907287.08912,162641803.123009,-738683297.060408,-504790307.389195,-910410846.35374,600785081.236538,4.55677236618281,2.98457548439221,8543068489141.62,-7.97659253798212,6.14023314479081,83.1857952601718,7244,3.4,4524.15788192546,4756800,0.457479700574123,0.426352929724432,3,0,0.215706013958675
"El Salvador",0,0.09,198185138.05,509251538.57993,63578880.33,-734991474.877047,-32778946.055363,-1311932935.71616,2693300047.06251,1.42526204252933,1.19470813315492,9222108574.53396,-4.20129159981161,8.41252765756328,69.5707705694055,189329660,4.7,8.75,9193342,0.560749959020952,0.436316694580636,0,1,0.276260564020119
"San Marino",0,0.04,-3647530950.84141,907198748.35434,-477650304.200804,30096080079.6356,16426659627.4805,25513907713.6121,392044453.61038,-1.1787641687841,-2.56386034120511,223152399951118,11.8570716868316,26.7589467584964,87.8298695923415,11509592414.9528,4.78203753043682,0.753730736717402,37600,0.455510970183185,0.360656822301743,0,0,0.2475182591917
"Somalia",0,0.04,105796100.365576,4.34e+08,-3935298539.27476,10280768681.6367,4184677385.91064,46421014.4591034,-30772321275.432,2.8985815709911,3.24347257318915,205998396043635,20.1742557406897,19.4496190290226,76.1643350451567,-668425642.386842,3.67372178894043,1100.14113195089,5500000,0.308343631706676,0.300219313296241,0,1,0.151886621165255
"South Sudan",0,0.08,15765135824.2464,1035825.73,223497638.778648,-656921478.300163,-521306547.430119,-935399216.881412,416809200.65698,3.37364847715736,-0.796329843371296,18618000064.3914,-3.49995999070791,-9.37681253149155,54.1638639978693,2228856144.1836,4.27268784151005,2.95,2876097,0.490644071004976,0.332810050658082,1,0,0.403351259124942
"Sao Tome and Principe",0,0.03,3931551.10796219,27098307.1934451,29587228.2731871,16015121.4364427,-1955390.00521946,-103876363.776194,63425762.4398582,6.20768173180228,7.92896680183804,1997974295557113,38.1316794927863,-4.86099404669027,160.094653198739,2266,4.00399924815809,18466.4030495763,128500,0.525938206660809,0.352443239165011,0,0,0.334239253470372
"Suriname",0,0.05,-223771553.71,-59884331.954193,-446763.1201299,-838613621.011567,-150176708.713245,-415465314.80457,625144603.870791,1.84290923425642,3.2972200377867,11169874439.9519,62.6148656508084,62.6489860808817,98.4413167383971,10156828,4.4,3.3,927800,0.370365779242723,0.32917286829194,0,1,0.241643821336043
"Slovak Republic",0,0.23,350982089.088306,-362446778.78493,936979606.793844,-352884257.009774,552272767.657303,1243553790.58065,2620754377.66765,2.57085259277925,1.73986469169758,71466883348.335,25.2504349813531,21.9088503068845,180.039364362418,7706617343,3.5,1716.24883224851,6378095,0.554094018461976,0.53057218014923,0,1,0.151572913199847
"Slovenia",0,0.15,212711749.25492,1019291464.99628,219350400.753195,3165364126.311,124418252.069202,3086108606.20387,1016370503.96263,3.10628019333301,3.51945771333962,36051939560.9566,27.2682706752304,25.8763180445016,145.327900239519,1479152863,5,763.805069912631,2326386,0.484566691183987,0.34008858572348,0,0,0.273124081769508
"Sweden",1,0.91,-4113688747.37683,-9347482506.87451,-808261237.495459,17225026414.6279,485617113.171001,26465266351.8689,62579183852.2533,2.60432656462434,2.14729080242154,3738946003023.11,27.6656404629093,27.5007377126216,85.7506528078357,16555746623,5.6,6.860785,12312533,0.529023849290363,0.420106354640501,0,1,0.263751062309728
"Swaziland",0,0.04,516030.312345037,26584893.8907063,77950318.0960666,306914499.247344,-127750116.180608,145305251.831881,690755706.19984,2.74848260751214,6.23706201768938,38452847598.1574,10.8122483234402,23.3599365445113,102.685051444522,-11236015109.2344,4,10.8526555687831,916800,0.414053790065082,0.258297465529558,1,1,0.346579445664238
"Seychelles",0,0.03,-76845685.4976973,108307006.049257,39059962.8064213,-191931059.550131,41191553.0975297,-310277453.582264,465010247.078457,3.31698502839441,5.29513416204958,28484807798330.8,22.2186576959135,16.3273547885429,181.288346109303,638020,5,12.7470333333333,151336,0.477902394960893,0.403265061562642,0,0,0.253254520067929
"Syrian Arab Republic",0,0.09,0,20290967575.2528,-2060812643.85257,13983906229.7149,8966676222.40487,14856115708.2808,63355231888.7593,2.15484553327654,3.22113411784884,-145336300637685,23.3507786330561,27.6818130317864,129.452519474107,7734333267.35686,4.84803700515486,11.225,14039749,0.400770298824173,0.389885010853379,0,0,0.143539055124623
"Chad",0,0.06,0,-675545847.112244,-1015079880.71266,21459076056.7934,-13551738969.5764,22921622035.5926,1075904278.55046,6.89998504532167,6.52000726194683,5742162931295.49,25.4559137141824,31.437900319354,76.6265231668971,-5650433201.70591,1.8,494.414952864937,5251560,0.466118830585933,0.260998327628819,0,0,0.402025373897955
"Togo",0,0.06,358492818.578687,64061452.463094,318635909.142974,-144908420.719977,73300196.4094891,-457860059.49515,506958304.40665,5.87172631921244,7.99955236461451,1502278220402.89,4.72105644400258,1.80602122488247,107.418388392826,530152,3.53084315396999,494.414952864937,4516114,0.458991482619886,0.303772522836704,0,1,0.316849126538818
"Thailand",1,0.67,5741755221.8,4975455660.2,100340000,14993367206.3,-1209843526.58568,15099621861.6622,157162747543.287,0.817633101784082,2.13851436861134,9219241604273.69,30.6867666232569,27.8867310102607,131.956512501986,34992376969,4.5,32.4798333333333,97096000,0.492463693936452,0.432508761698736,0,0,0.211555513959802
"Tajikistan",1,0.06,-6819225740.35527,309306960,123985478,-383339865.796043,-85113057.3219384,-261174235.659103,512645378.02219,6.69925065988284,6.62277390441334,-121487350868528,11.0230815673683,26.3968171327288,53.903717558524,-7855237262.88676,2.1,4.93756666666667,7999100,0.436006205419878,0.20352009281474,2,2,0.489731261310799
"Turkmenistan",0,0.08,-1403414724.27183,4170086000,288183660.169788,-823604626.257159,983822786.556361,-2080885003.03462,2980072360.80332,10.2999999705459,10.791878344634,471747566127627,29.6873637183663,28.2171616135085,111.806649696878,-6073757706.92493,3.57897736227896,2677.49159217392,7206100,0.478124512416012,0.279413254102723,4,0,0.414672845382458
